body,label
The project is on track for completion. Let me know if you need anything else.,0
We noticed unusual login attempts. Confirm your account here: http://apple-signin-820.com.xyz/signin/account/,1
Welcome to our weekly newsletter. Here are the top stories...,0
You're invited to our annual event! RSVP here.,0
Thank you for your feedback. We appreciate your input.,0
Security alert! Review activity: http://chase-bank-367.com.gq/verify/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Your latest bank statement is now available in your online banking portal.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://ebay-reset-912.com.cn/reset/account/",1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://google-account-409.com.xyz/verify/",1
Your account is at risk. Reactivate now: http://ebay-support-617.com.top/support/update/,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://dropbox-support-191.com.xyz/support/",1
You're invited to our annual event! RSVP here.,0
The project is on track for completion. Let me know if you need anything else.,0
The project is on track for completion. Let me know if you need anything else.,0
Immediate action required: reset your password at http://chase-account-190.com.tk/secure/,1
Security alert! Review activity: http://dropbox-security-837.com.ru/security/,1
Final notice: click here to keep your account active: http://apple-support-791.com.tk/verify/,1
We noticed unusual login attempts. Confirm your account here: http://microsoft-verify-192.com.pw/verify/,1
Your account settings have been updated as requested.,0
The project is on track for completion. Let me know if you need anything else.,0
Your account settings have been updated as requested.,0
Welcome to our weekly newsletter. Here are the top stories...,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://google-confirm-440.com.info/confirm/account/",1
Final notice: click here to keep your account active: http://bankofamerica-support-564.com.xyz/support/account/,1
Your payment failed. Update your information: http://amazon-security-736.com.tk,1
Your latest bank statement is now available in your online banking portal.,0
Welcome to our weekly newsletter. Here are the top stories...,0
Final notice: click here to keep your account active: http://bankofamerica-alert-120.com.ru/alert/update/,1
Your payment failed. Update your information: http://chase-secure-991.com.gq/secure/update/,1
Your account will be deleted if not verified: http://google-alert-657.com.top/secure/,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Your account is at risk. Reactivate now: http://facebook-verify-959.com.tk/verify/,1
Your account settings have been updated as requested.,0
Your account is at risk. Reactivate now: http://paypal-login-384.com.ru/secure/,1
Your account will be deleted if not verified: http://dropbox-secure-260.com.tk/secure/,1
Your payment failed. Update your information: http://google-bank-314.com.ru/bank/update/,1
Unlock your account by confirming your details here: http://bankofamerica-account-731.com.pw/account/update/,1
We noticed unusual login attempts. Confirm your account here: http://ebay-update-370.com.xyz/secure/,1
Your account is at risk. Reactivate now: http://paypal-account-584.com.cn/account/,1
Unlock your account by confirming your details here: http://bankofamerica-unlock-820.com.ru/unlock/update/,1
You're invited to our annual event! RSVP here.,0
Your payment failed. Update your information: http://microsoft-update-935.com.cn/update/update/,1
Your latest bank statement is now available in your online banking portal.,0
Your payment failed. Update your information: http://facebook-confirm-707.com.ml/confirm/,1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://chase-unlock-140.com.ml/unlock/account/",1
Immediate action required: reset your password at http://facebook-update-103.com.tk/update/account/,1
You're invited to our annual event! RSVP here.,0
Your password was changed successfully. No further action is needed.,0
Immediate action required: reset your password at http://apple-reset-878.com.gq/reset/update/,1
We noticed unusual login attempts. Confirm your account here: http://ebay-secure-459.com.cn/secure/account/,1
Your account is at risk. Reactivate now: http://amazon-signin-401.com.gq/signin/,1
Unlock your account by confirming your details here: http://google-support-542.com.pw/support/update/,1
Thank you for your feedback. We appreciate your input.,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Your account settings have been updated as requested.,0
The project is on track for completion. Let me know if you need anything else.,0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
The project is on track for completion. Let me know if you need anything else.,0
We noticed unusual login attempts. Confirm your account here: http://bankofamerica-reset-672.com.gq/reset/update/,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://paypal-update-572.com.cc/update/update/",1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://amazon-alert-170.com.cn/verify/",1
Your password was changed successfully. No further action is needed.,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Final notice: click here to keep your account active: http://google-bank-876.com.pw/bank/,1
Your payment failed. Update your information: http://dropbox-confirm-954.com.xyz/secure/,1
Your account will be deleted if not verified: http://bankofamerica-verify-665.com.gq/verify/,1
You're invited to our annual event! RSVP here.,0
Your password was changed successfully. No further action is needed.,0
Immediate action required: reset your password at http://google-support-458.com.cn/support/account/,1
Thank you for your feedback. We appreciate your input.,0
Immediate action required: reset your password at http://bankofamerica-confirm-357.com.top/secure/,1
Your password was changed successfully. No further action is needed.,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://apple-update-776.com.info/update/",1
The project is on track for completion. Let me know if you need anything else.,0
Security alert! Review activity: http://chase-unlock-836.com.ru/unlock/,1
We noticed unusual login attempts. Confirm your account here: http://facebook-login-933.com.cn/login/account/,1
The project is on track for completion. Let me know if you need anything else.,0
Your password was changed successfully. No further action is needed.,0
Your payment failed. Update your information: http://dropbox-update-623.com.cc/update/update/,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://amazon-verify-821.com.ml/verify/account/",1
Your account will be deleted if not verified: http://amazon-account-732.com.cn/account/,1
Security alert! Review activity: http://dropbox-unlock-730.com.info/unlock/account/,1
Immediate action required: reset your password at http://dropbox-login-953.com.cc/secure/,1
Final notice: click here to keep your account active: http://apple-secure-273.com.ru,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://ebay-support-188.com.info/support/account/",1
Your payment failed. Update your information: http://facebook-bank-109.com.ru/secure/,1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://amazon-signin-685.com.cc/secure/",1
Immediate action required: reset your password at http://facebook-reset-285.com.xyz/secure/,1
Final notice: click here to keep your account active: http://amazon-reset-591.com.pw/reset/update/,1
Thank you for your feedback. We appreciate your input.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://apple-confirm-203.com.ru/confirm/",1
Unlock your account by confirming your details here: http://google-update-342.com.xyz/verify/,1
Your password was changed successfully. No further action is needed.,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Thank you for your feedback. We appreciate your input.,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Security alert! Review activity: http://google-update-324.com.cn,1
We noticed unusual login attempts. Confirm your account here: http://paypal-login-409.com.ml,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
You're invited to our annual event! RSVP here.,0
Unlock your account by confirming your details here: http://ebay-reset-405.com.info/secure/,1
You're invited to our annual event! RSVP here.,0
Your latest bank statement is now available in your online banking portal.,0
Thank you for your feedback. We appreciate your input.,0
Unlock your account by confirming your details here: http://bankofamerica-account-131.com.pw,1
Welcome to our weekly newsletter. Here are the top stories...,0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Your account will be deleted if not verified: http://chase-signin-621.com.gq/signin/account/,1
We noticed unusual login attempts. Confirm your account here: http://microsoft-secure-750.com.cc/secure/,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://ebay-reset-757.com.gq/verify/",1
Your account settings have been updated as requested.,0
Final notice: click here to keep your account active: http://microsoft-unlock-671.com.top,1
Your payment failed. Update your information: http://apple-alert-929.com.tk,1
Unlock your account by confirming your details here: http://facebook-reset-941.com.xyz/reset/update/,1
Thank you for your feedback. We appreciate your input.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://microsoft-login-437.com.tk/login/",1
The project is on track for completion. Let me know if you need anything else.,0
The project is on track for completion. Let me know if you need anything else.,0
Your account is at risk. Reactivate now: http://amazon-login-712.com.tk/login/,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Immediate action required: reset your password at http://bankofamerica-alert-647.com.cn/verify/,1
Your account settings have been updated as requested.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://facebook-unlock-326.com.cn",1
Your account settings have been updated as requested.,0
Your payment failed. Update your information: http://bankofamerica-support-374.com.pw/support/update/,1
Your latest bank statement is now available in your online banking portal.,0
Your account will be deleted if not verified: http://dropbox-signin-122.com.pw/signin/,1
Your password was changed successfully. No further action is needed.,0
Welcome to our weekly newsletter. Here are the top stories...,0
Your account will be deleted if not verified: http://facebook-verify-708.com.ru/verify/,1
Your account is at risk. Reactivate now: http://google-security-687.com.pw/security/update/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Your payment failed. Update your information: http://apple-reset-493.com.cn,1
We noticed unusual login attempts. Confirm your account here: http://paypal-reset-416.com.ml/reset/,1
Your account will be deleted if not verified: http://microsoft-login-282.com.ml/login/,1
You're invited to our annual event! RSVP here.,0
Your account is at risk. Reactivate now: http://paypal-account-666.com.top/secure/,1
The project is on track for completion. Let me know if you need anything else.,0
Your payment failed. Update your information: http://microsoft-confirm-901.com.cc,1
Your account will be deleted if not verified: http://apple-reset-153.com.cn,1
Security alert! Review activity: http://amazon-confirm-180.com.info/secure/,1
Your password was changed successfully. No further action is needed.,0
Final notice: click here to keep your account active: http://apple-unlock-890.com.cc/verify/,1
Your latest bank statement is now available in your online banking portal.,0
Your payment failed. Update your information: http://bankofamerica-security-623.com.cc/security/update/,1
Your account settings have been updated as requested.,0
Immediate action required: reset your password at http://paypal-bank-867.com.info/verify/,1
We noticed unusual login attempts. Confirm your account here: http://chase-bank-962.com.ru/verify/,1
Immediate action required: reset your password at http://facebook-alert-561.com.ml/alert/,1
The project is on track for completion. Let me know if you need anything else.,0
The project is on track for completion. Let me know if you need anything else.,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://microsoft-reset-423.com.cn/reset/account/",1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Unlock your account by confirming your details here: http://paypal-security-890.com.ru/security/update/,1
Your password was changed successfully. No further action is needed.,0
Your latest bank statement is now available in your online banking portal.,0
The project is on track for completion. Let me know if you need anything else.,0
Thank you for your feedback. We appreciate your input.,0
Your latest bank statement is now available in your online banking portal.,0
You're invited to our annual event! RSVP here.,0
You're invited to our annual event! RSVP here.,0
Your latest bank statement is now available in your online banking portal.,0
You're invited to our annual event! RSVP here.,0
Final notice: click here to keep your account active: http://facebook-verify-652.com.info/verify/account/,1
You're invited to our annual event! RSVP here.,0
Security alert! Review activity: http://bankofamerica-confirm-287.com.pw/confirm/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Your latest bank statement is now available in your online banking portal.,0
The project is on track for completion. Let me know if you need anything else.,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Your account will be deleted if not verified: http://chase-reset-151.com.xyz/verify/,1
Your payment failed. Update your information: http://apple-security-365.com.cn/security/account/,1
Your account will be deleted if not verified: http://chase-update-379.com.top/update/,1
Your latest bank statement is now available in your online banking portal.,0
Your account settings have been updated as requested.,0
You're invited to our annual event! RSVP here.,0
You're invited to our annual event! RSVP here.,0
Your payment failed. Update your information: http://bankofamerica-signin-302.com.info/signin/account/,1
Your account is at risk. Reactivate now: http://microsoft-security-217.com.info/security/update/,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Unlock your account by confirming your details here: http://bankofamerica-update-104.com.tk/secure/,1
Final notice: click here to keep your account active: http://apple-confirm-891.com.ru/confirm/account/,1
Your payment failed. Update your information: http://amazon-signin-838.com.xyz/signin/update/,1
Immediate action required: reset your password at http://apple-bank-440.com.ml/bank/,1
Security alert! Review activity: http://apple-confirm-656.com.gq/confirm/update/,1
Your account settings have been updated as requested.,0
We noticed unusual login attempts. Confirm your account here: http://ebay-login-728.com.gq/login/update/,1
Your latest bank statement is now available in your online banking portal.,0
Thank you for your feedback. We appreciate your input.,0
Thank you for your feedback. We appreciate your input.,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Your account is at risk. Reactivate now: http://paypal-signin-497.com.ml/signin/update/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Your account settings have been updated as requested.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://facebook-confirm-997.com.top/confirm/",1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
We noticed unusual login attempts. Confirm your account here: http://facebook-account-336.com.pw/account/,1
Final notice: click here to keep your account active: http://paypal-alert-755.com.tk/verify/,1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Security alert! Review activity: http://microsoft-confirm-847.com.cn/verify/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Immediate action required: reset your password at http://bankofamerica-signin-334.com.gq/verify/,1
Thank you for your feedback. We appreciate your input.,0
Your account settings have been updated as requested.,0
Security alert! Review activity: http://dropbox-reset-250.com.top/verify/,1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Your account will be deleted if not verified: http://google-login-948.com.tk/login/update/,1
Thank you for your feedback. We appreciate your input.,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Thank you for your feedback. We appreciate your input.,0
Your account settings have been updated as requested.,0
The project is on track for completion. Let me know if you need anything else.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://chase-unlock-469.com.gq/unlock/account/",1
Welcome to our weekly newsletter. Here are the top stories...,0
Your password was changed successfully. No further action is needed.,0
Final notice: click here to keep your account active: http://dropbox-login-692.com.info/login/update/,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://apple-update-675.com.xyz/update/account/",1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Your account settings have been updated as requested.,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Unlock your account by confirming your details here: http://facebook-secure-427.com.cn/secure/update/,1
Security alert! Review activity: http://chase-account-575.com.ml/verify/,1
Security alert! Review activity: http://chase-account-834.com.top/account/update/,1
Welcome to our weekly newsletter. Here are the top stories...,0
You're invited to our annual event! RSVP here.,0
Your password was changed successfully. No further action is needed.,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Your latest bank statement is now available in your online banking portal.,0
Your password was changed successfully. No further action is needed.,0
Welcome to our weekly newsletter. Here are the top stories...,0
Unlock your account by confirming your details here: http://chase-signin-899.com.gq/verify/,1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
We noticed unusual login attempts. Confirm your account here: http://google-confirm-660.com.info/confirm/,1
The project is on track for completion. Let me know if you need anything else.,0
You're invited to our annual event! RSVP here.,0
The project is on track for completion. Let me know if you need anything else.,0
Your account will be deleted if not verified: http://apple-secure-937.com.cc/secure/account/,1
Your payment failed. Update your information: http://microsoft-support-564.com.pw/verify/,1
Unlock your account by confirming your details here: http://chase-alert-314.com.pw/verify/,1
Thank you for your feedback. We appreciate your input.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://dropbox-alert-275.com.ml/alert/",1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Your account will be deleted if not verified: http://microsoft-login-894.com.cc/verify/,1
Your payment failed. Update your information: http://facebook-bank-610.com.cn/bank/update/,1
Unlock your account by confirming your details here: http://dropbox-account-273.com.tk/account/update/,1
The project is on track for completion. Let me know if you need anything else.,0
Unlock your account by confirming your details here: http://apple-support-647.com.pw/support/update/,1
Unlock your account by confirming your details here: http://dropbox-account-828.com.cc/account/update/,1
Welcome to our weekly newsletter. Here are the top stories...,0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Your latest bank statement is now available in your online banking portal.,0
Welcome to our weekly newsletter. Here are the top stories...,0
We noticed unusual login attempts. Confirm your account here: http://bankofamerica-alert-561.com.ru/verify/,1
The project is on track for completion. Let me know if you need anything else.,0
Immediate action required: reset your password at http://chase-signin-644.com.info/signin/,1
Your account settings have been updated as requested.,0
You're invited to our annual event! RSVP here.,0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Your account settings have been updated as requested.,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://microsoft-unlock-989.com.info/secure/",1
Thank you for your feedback. We appreciate your input.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://microsoft-secure-204.com.gq",1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Security alert! Review activity: http://dropbox-secure-966.com.cc/verify/,1
You're invited to our annual event! RSVP here.,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://ebay-signin-816.com.gq",1
Unlock your account by confirming your details here: http://apple-confirm-928.com.ru/confirm/account/,1
Final notice: click here to keep your account active: http://amazon-secure-151.com.xyz/secure/update/,1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://paypal-unlock-213.com.tk",1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://dropbox-signin-239.com.ml/verify/",1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Your password was changed successfully. No further action is needed.,0
Your account settings have been updated as requested.,0
Security alert! Review activity: http://dropbox-security-261.com.pw,1
We noticed unusual login attempts. Confirm your account here: http://apple-login-984.com.info/login/update/,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://facebook-unlock-843.com.cc",1
Final notice: click here to keep your account active: http://paypal-support-347.com.tk/support/,1
Thank you for your feedback. We appreciate your input.,0
Your account settings have been updated as requested.,0
Your latest bank statement is now available in your online banking portal.,0
The project is on track for completion. Let me know if you need anything else.,0
Your account will be deleted if not verified: http://chase-support-740.com.top,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://ebay-verify-821.com.top/verify/update/",1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Final notice: click here to keep your account active: http://dropbox-support-401.com.cc/support/update/,1
Your payment failed. Update your information: http://google-support-526.com.gq/secure/,1
Immediate action required: reset your password at http://google-security-912.com.xyz/security/update/,1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
We noticed unusual login attempts. Confirm your account here: http://ebay-account-871.com.pw/account/,1
Security alert! Review activity: http://amazon-unlock-771.com.xyz/verify/,1
Security alert! Review activity: http://chase-security-345.com.ru/verify/,1
We noticed unusual login attempts. Confirm your account here: http://facebook-confirm-495.com.top/confirm/,1
Unlock your account by confirming your details here: http://google-account-456.com.cn/verify/,1
Your password was changed successfully. No further action is needed.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://amazon-login-257.com.ru/login/",1
Thank you for your feedback. We appreciate your input.,0
The project is on track for completion. Let me know if you need anything else.,0
Immediate action required: reset your password at http://bankofamerica-account-692.com.cn,1
Your account is at risk. Reactivate now: http://paypal-signin-710.com.info/signin/update/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Welcome to our weekly newsletter. Here are the top stories...,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://bankofamerica-update-729.com.ml/secure/",1
Welcome to our weekly newsletter. Here are the top stories...,0
Your account will be deleted if not verified: http://amazon-alert-875.com.gq/secure/,1
Welcome to our weekly newsletter. Here are the top stories...,0
Your account is at risk. Reactivate now: http://paypal-login-292.com.gq/login/account/,1
Unlock your account by confirming your details here: http://microsoft-signin-728.com.ml/signin/account/,1
Immediate action required: reset your password at http://ebay-secure-480.com.gq,1
Final notice: click here to keep your account active: http://paypal-update-750.com.cc/update/account/,1
Welcome to our weekly newsletter. Here are the top stories...,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Security alert! Review activity: http://amazon-alert-484.com.top/alert/update/,1
The project is on track for completion. Let me know if you need anything else.,0
Thank you for your feedback. We appreciate your input.,0
We noticed unusual login attempts. Confirm your account here: http://apple-support-258.com.cc/support/,1
Your latest bank statement is now available in your online banking portal.,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
Your account is at risk. Reactivate now: http://bankofamerica-login-436.com.pw/login/update/,1
Final notice: click here to keep your account active: http://facebook-secure-365.com.cn/secure/account/,1
Your payment failed. Update your information: http://paypal-support-704.com.xyz/secure/,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://chase-confirm-486.com.cn/confirm/account/",1
Unlock your account by confirming your details here: http://amazon-bank-776.com.top/verify/,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://microsoft-verify-634.com.tk/verify/update/",1
Final notice: click here to keep your account active: http://amazon-bank-281.com.pw/bank/update/,1
Welcome to our weekly newsletter. Here are the top stories...,0
Thank you for your feedback. We appreciate your input.,0
You're invited to our annual event! RSVP here.,0
Thank you for your feedback. We appreciate your input.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://facebook-security-433.com.ml/verify/",1
Your latest bank statement is now available in your online banking portal.,0
Your account will be deleted if not verified: http://amazon-alert-215.com.gq,1
Your account settings have been updated as requested.,0
Thank you for your feedback. We appreciate your input.,0
Your payment failed. Update your information: http://paypal-security-486.com.pw/security/,1
We noticed unusual login attempts. Confirm your account here: http://paypal-bank-795.com.xyz/verify/,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
You're invited to our annual event! RSVP here.,0
Security alert! Review activity: http://apple-reset-810.com.info/reset/update/,1
Welcome to our weekly newsletter. Here are the top stories...,0
Your account will be deleted if not verified: http://google-alert-530.com.tk,1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://bankofamerica-confirm-303.com.cn/confirm/update/",1
Your latest bank statement is now available in your online banking portal.,0
Thank you for your feedback. We appreciate your input.,0
The project is on track for completion. Let me know if you need anything else.,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://paypal-support-346.com.tk",1
Your account settings have been updated as requested.,0
Immediate action required: reset your password at http://facebook-unlock-415.com.top/unlock/update/,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
We noticed unusual login attempts. Confirm your account here: http://paypal-secure-600.com.ru/secure/account/,1
You're invited to our annual event! RSVP here.,0
Unlock your account by confirming your details here: http://ebay-account-498.com.tk/account/,1
You're invited to our annual event! RSVP here.,0
Your account is at risk. Reactivate now: http://google-signin-611.com.cn,1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://google-security-778.com.cc/security/",1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://dropbox-secure-792.com.cn/secure/",1
Your account settings have been updated as requested.,0
Your account settings have been updated as requested.,0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://google-confirm-981.com.cn/confirm/update/",1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Unlock your account by confirming your details here: http://facebook-secure-932.com.xyz,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://facebook-account-898.com.xyz/account/",1
Final notice: click here to keep your account active: http://amazon-support-639.com.xyz/support/,1
You're invited to our annual event! RSVP here.,0
Welcome to our weekly newsletter. Here are the top stories...,0
The project is on track for completion. Let me know if you need anything else.,0
Final notice: click here to keep your account active: http://ebay-secure-309.com.tk,1
The project is on track for completion. Let me know if you need anything else.,0
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
We noticed unusual login attempts. Confirm your account here: http://ebay-bank-581.com.tk/bank/account/,1
Final notice: click here to keep your account active: http://paypal-reset-388.com.ru/verify/,1
Security alert! Review activity: http://ebay-confirm-314.com.top/confirm/,1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://facebook-security-410.com.info/verify/",1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Unlock your account by confirming your details here: http://amazon-bank-521.com.tk/bank/update/,1
Your password was changed successfully. No further action is needed.,0
Your password was changed successfully. No further action is needed.,0
Your account will be deleted if not verified: http://paypal-verify-345.com.info,1
Your latest bank statement is now available in your online banking portal.,0
Final notice: click here to keep your account active: http://facebook-bank-997.com.top/verify/,1
Your latest bank statement is now available in your online banking portal.,0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Your payment failed. Update your information: http://apple-bank-510.com.info/verify/,1
You're invited to our annual event! RSVP here.,0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://amazon-bank-187.com.top",1
Your password was changed successfully. No further action is needed.,0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Your account is at risk. Reactivate now: http://amazon-account-255.com.cn,1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://chase-bank-956.com.info/bank/update/",1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://microsoft-secure-798.com.top/secure/",1
Your payment failed. Update your information: http://bankofamerica-security-590.com.tk/secure/,1
Your account settings have been updated as requested.,0
Your account will be deleted if not verified: http://ebay-support-111.com.pw,1
Your payment failed. Update your information: http://apple-bank-888.com.pw/verify/,1
Your account is at risk. Reactivate now: http://amazon-unlock-168.com.tk,1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://amazon-unlock-542.com.ml",1
Your password was changed successfully. No further action is needed.,0
Unlock your account by confirming your details here: http://amazon-secure-552.com.cc/secure/,1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://amazon-bank-522.com.top/secure/",1
Your payment failed. Update your information: http://paypal-update-914.com.cc/secure/,1
Welcome to our weekly newsletter. Here are the top stories...,0
Final notice: click here to keep your account active: http://google-account-774.com.cn/secure/,1
We noticed unusual login attempts. Confirm your account here: http://bankofamerica-alert-758.com.info,1
Your password was changed successfully. No further action is needed.,0
Your account settings have been updated as requested.,0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Your password was changed successfully. No further action is needed.,0
Unlock your account by confirming your details here: http://ebay-account-959.com.info/secure/,1
Your password was changed successfully. No further action is needed.,0
Security alert! Review activity: http://facebook-account-885.com.ru/account/update/,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://facebook-signin-872.com.info",1
Unlock your account by confirming your details here: http://facebook-login-872.com.gq,1
